epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,1695.96,1.18719,0.49878,0.80191,0.8919,0.71505,0.75758,0.35935,2.02822,1.02952,0.84172,0.0001685,0.0001685,0.0001685
187,1704.75,1.2029,0.50565,0.79929,0.89081,0.7276,0.75204,0.35144,2.04373,1.03157,0.84204,0.0001586,0.0001586,0.0001586
188,1713.6,1.19692,0.49714,0.80646,0.88141,0.73258,0.75569,0.36339,2.00769,1.0124,0.83956,0.0001487,0.0001487,0.0001487
189,1722.59,1.16723,0.49805,0.80009,0.8896,0.72581,0.75973,0.35985,2.02187,1.02257,0.84028,0.0001388,0.0001388,0.0001388
190,1731.55,1.21134,0.50533,0.80698,0.89293,0.71739,0.7488,0.35813,2.01463,1.0336,0.83814,0.0001289,0.0001289,0.0001289
191,1750.33,1.16155,0.48523,0.81201,0.92498,0.71505,0.76928,0.35282,2.05876,1.00878,0.84269,0.000119,0.000119,0.000119
192,1759.19,1.14972,0.51218,0.81134,0.91593,0.70286,0.76274,0.35207,2.06894,1.00676,0.84353,0.0001091,0.0001091,0.0001091
193,1768.21,1.16939,0.49181,0.80896,0.89834,0.69176,0.75258,0.35309,2.06919,1.00454,0.8429,9.92e-05,9.92e-05,9.92e-05
194,1777.04,1.15329,0.48901,0.80759,0.904,0.69534,0.75523,0.3551,2.06827,0.97106,0.84464,8.93e-05,8.93e-05,8.93e-05
195,1785.95,1.13199,0.46837,0.79974,0.91564,0.70022,0.76935,0.3578,2.06087,0.96044,0.84426,7.94e-05,7.94e-05,7.94e-05
196,1794.97,1.15623,0.47066,0.80409,0.9131,0.6967,0.76809,0.36115,2.06058,0.96621,0.84436,6.95e-05,6.95e-05,6.95e-05
197,1803.94,1.14322,0.46848,0.8016,0.90579,0.68925,0.7581,0.35351,2.08058,0.97827,0.84605,5.96e-05,5.96e-05,5.96e-05
198,1813,1.13278,0.47576,0.80347,0.91209,0.688,0.7546,0.35195,2.09759,0.97824,0.84813,4.97e-05,4.97e-05,4.97e-05
199,1821.76,1.15384,0.47675,0.80596,0.91064,0.69402,0.75212,0.35122,2.09042,0.99603,0.84805,3.98e-05,3.98e-05,3.98e-05
200,1830.64,1.20263,0.48624,0.80344,0.91034,0.69534,0.75528,0.35206,2.08141,0.99054,0.84714,2.99e-05,2.99e-05,2.99e-05
